3-Letter ID,Call Sign,Country
RFY,AEROFIL,Mexico
RGA,REGA,Switzerland
RGB,REGIONAL AIR,Bahamas
RGC,REGIOMONTANO,Mexico
RGD,KUWAIT CARGO,Kuwait
RGE,REGENT,Bangladesh
RGK,GRANCA,Spain
RGL,RIDGELINE,United States
RGM,BLACK STONE,Indonesia
RGN,CYGNUS AIR,Spain
RGO,PASSARO,Brazil
RGP,GARDEN CITY,Nigeria
RGR,AVIOR REGIONAL,Venezuela
RGS,RENOWN,United States
RGV,VOLON,Venezuela
RGY,REGENCY,United States
RHC,REDAIR,United Kingdom
RHD,RED HEAD,United Kingdom
RHE,TAR HEEL,United States
RHH,STAR CRESCENT,Turkey
RHK,REDHAWK,United Kingdom
RHL,ARCHIPELS,France
RHT,YELLOW BEE,DR Congo
RIA,RICHAIR,United States
RIC,RICHARDSON,United States
RIE,ARIEL,Burkina Faso
RIF,INTERMIN AVIA,Russia
RIH,RAHILA,Libya
RII,TICA,Costa Rica
RIM,RIMROCK,United States
RIN,RISSINGTON,United Kingdom
RIO,RIO LINHAS,Brazil
RIS,AERIS,Spain
RIV,RIVIERA,France
RIX,RECTRIX,United States
RJA,JORDANIAN,Jordan
RJB,PANELLENIC,Greece
RJC,COLUMBIA JET,United States
RJD,ROTANA,United Arab Emirates
RJJ,MAVEX,Panama
RJM,MILLEN,United Kingdom
RJR,JUMPJET,United States
RJS,ASERJET,Mexico
RJT,RA JET,Mexico
RJZ,JORDAN AIR FORCE,Jordan
RKA,AIR SAKHA,Russia
RKJ,ARCA JET,United States
RKK,ROCKTOWN,United States
RKS,ROCKSTAR,United States
RKT,BLUE GREEN,Malaysia
RKW,BONGOR,Chad
RLA,ROLEMA,Russia
RLB,SUNLIGHT,Philippines
RLE,RICO,Brazil
RLH,SENDI,China
RLI,RELIANT,United States
RLJ,REAL JET,United States
RLM,ROYAL AMERICAN,United States
RLO,REVILO,Nigeria
RLR,RATTLER,United States
RLT,REAL TONGA,Tonga
RLU,RUSLINE AIR,Russia
RLV,RELATIVE,San Marino
RLX,RELAX,Slovakia
RLY,LOYAUTE,France
RLZ,ALIZE,France
RMA,ROCKY MOUNTAIN,United States
RMB,ADRIATIC JET,Slovenia
RMD,AIR AMDER,Mauritania
RMF,ANGKASA,Malaysia
RMG,RUMUGU AIR,Nigeria
RMI,POINT AIRLINE,Nigeria
RMK,SIMRIK AIR,Nepal
RMN,RAINMAN,United Kingdom
RMO,ARM-AERO,Armenia
RMS,TASS AIR,United States
RMT,RAM FLIGHT,United States
RMU,AIR-MAUR,Mauritania
RMX,AIR MASTER,Egypt
RMY,RAYA EXPRESS,Malaysia
RNA,ROYAL NEPAL,Nepal
RNG,RENEGADE,Kenya
RNI,RENNIA,United States
RNO,ARNIE,Austria
RNR,RUNNER,United States
RNX,NEXTIME,South Africa
ROB,BAT JET,San Marino
ROD,AERODAN,Mexico
ROE,ESTE-BOLIVIA,Bolivia
ROF,ROMAF,Romania
ROG,REGO,Spain
ROI,AVIOR,Venezuela
ROJ,ROYALJET,United Arab Emirates
ROK,RED ROCK,United States
ROM,ROME,United States
RON,AIR NAURU,Nauru
ROO,AERO ROA,Mexico
ROR,RORAIMA,Guyana
ROT,TAROM,Romania
ROU,ROUGE,Canada
ROV,ROVERAIR,United States
ROW,ROTORWING,Norway
ROX,ROBLEX,United States
ROY,SKY DIVE,Israel
RPA,BRICKYARD,United States
RPB,AEROREPUBLICA,Colombia
RPC,AEROPACSA,Ecuador
RPM,COBALT,United States
RPN,REPATRIATE,United States
RPP,PILIPINAS,Philippines
RPR,AEROPROFESIONAL,Mexico
RPS,RESPONSE,United States
RPX,RAPEX,United Kingdom
RQJ,RESCUE JET,United States
RQT,AIR QUEST,United States
RRA,ROYAL RWANDA,Rwanda
RRC,AEROROCA,Mexico
RRE,AERO TORREON,Mexico
RRF,KITTY,United Kingdom
RRL,MERLIN,United Kingdom
RRR,ASCOT,United Kingdom
RRS,BLACKBOX,United Kingdom
RRT,SIERRA ALTA,Mexico
RRV,SKYROVER,Kenya
RRZ,ROLLRIGHT,United Kingdom
RSA,ESRA,Sudan
RSB,RUBYSTAR,Belarus
RSD,STATE AERO,Russia
RSE,IROSE,Bahamas
RSF,ARSAF,Saudi Arabia
RSH,SAHARA,India
RSI,AIR SUNSHINE,United States
RSJ,RUSJET,Russia
RSK,REDSKIN,United States
RSL,PANAMA RENTAL,Panama
RSM,ROYAL STAR,Philippines
RSO,AERO ASIA,Pakistan
RSP,RED STRIPE,United States
RSQ,SKYMEDIC,Namibia
RSR,CONGOSERV,Congo
RSS,ROSS CHARTER,South Africa
RST,RESORT AIR,United States
RSU,AEROSUR,Bolivia
RSV,RED SKY,Namibia
RSW,ROYAL SKY,Thailand
RSX,RED SEA,Egypt
RSY,RUSSIAN SKY,Russia
RTD,RIPTIDE,United States
RTE,LA MONTANA,Venezuela
RTG,REITAN,Norway
RTI,ROTORITALIA,Italy
RTL,ROYAL BIRD,Myanmar
RTM,AERO TRANSAM,Ecuador
RTN,RAYTHEON,United States
RTO,RACCOON,France
RTS,RELIEF,United Kingdom
RTU,AEROTUCAN,Mexico
RTV,TIC-TAC,Portugal
RTY,AIMS COLLEGE,United States
RTZ,AEROTUZLA,Romania
RUC,RUTACA,Venezuela
RUF,ROUGH RIDER,United States
RUK,BLUE MAX,United Kingdom
RUN,CARGO TURK,Turkey
RUR,RUSSTAR,Russia
RUT,YADID,Israel
RVA,RAVEN AIR,United States
RVC,RIVER CITY,United States
RVE,AIRVENTURE,Belgium
RVF,RAVEN FLIGHT,United States
RVG,AERO VINA,Mexico
RVJ,RIVERS JET,United States
RVM,RIVER,South Africa
RVN,RAVEN U-S,United States
RVP,SEVAIR,Portugal
RVQ,REVA AIR,United States
RVR,RAVEN,United Kingdom
RVT,ROSTVERTOL,Russia
RVU,GEORGIAN BALLOON,Georgia
RVV,REEVE,United States
RWD,RWANDAIR,Rwanda
RWE,ROYAL WEST,United States
RWG,RED WING,United States
RWK,AIRAWAK,France
RWL,RHEINTRAINER,Germany
RWN,ROJAS,Mexico
RWZ,AIR RED,Russia
RXF,AIDEN,China
RXI,RIYADH AIR,Saudi Arabia
RXP,EXPRESS MAROC,Morocco
RXT,AERO-EXTRA,Mexico
RYA,RYAN AIR,United States
RYB,ROYAL BAHRAIN,Bahrain
RYJ,RYJET,Spain
RYL,DOUBLE GOLD,Philippines
RYN,RYAN INTERNATIONAL,United States
RYR,RYANAIR,Ireland
RYS,MAGIC SUN,Poland
RYW,ROYAL WINGS,Jordan
RZB,AERO REGIONAL,Brazil
RZN,REDZONE,United States
RZO,AIR AZORES,Portugal
RZR,RECOVERY,United States
RZT,RITZ JET,China
SAA,SPRINGBOK,South Africa
SAB,CHEETAH,Chad
SAC,SASCO,Sudan
SAE,SAMPOERNA,Indonesia
SAF,SINGA,Singapore
SAG,AERO EAGLE,China
SAH,SMART JET,Poland
SAI,SHAHEEN AIR,Pakistan
SAJ,SAINT JET,China
SAK,RED ARROWS,United Kingdom
SAM,SAM,United States
SAN,SILVAIR NET,Poland
SAO,SAVSER,Mali
SAP,TOBOL,Kazakhstan
SAQ,SINBAD,Kenya
SAR,SPRINTAIR CARGO,Poland
SAS,SCANDINAVIAN,Sweden
SAT,SATA,Portugal
SAV,SUN AIR,Vietnam
SAX,SABAH AIR,Malaysia
SAY,SKY PATH,Russia
SAZ,SWISS AMBULANCE,Switzerland
SBA,SOL BRASIL,Brazil
SBB,BALKAN JET,Serbia
SBC,SABIAN AIR,South Africa
SBD,SIBIA,Russia
SBE,STARBASE,United States
SBF,S-BAR,United States
SBH,AEROSAAB,Mexico
SBI,SIBERIAN AIRLINES,Russia
SBJ,TRANS SAHARA,Nigeria
SBK,MAWINGU,Kenya
SBL,SKY BIRD,Egypt
SBM,TROPICAL SKY,Bahamas
SBN,SKYBOSNIA,Bosnia and Herzegovina
SBO,STABAIR,Zambia
SBP,SHAHIN BALL,Iran
SBQ,SKIBBLE,United States
SBR,FREIGHTER,United States
SBS,SEABORNE,United States
SBT,TAFTAN,Iran
SBU,BLACK FIN,France
SBV,RIPPLE,United Kingdom
SCA,AVIATOR,United States
SCB,SP CARGO,Brazil
SCC,SEA-COASTER,United States
SCD,ASSOCIATED,Nigeria
SCE,SCENIC,United States
SCF,SOCOFER,Angola
SCG,COSTA CALIDA,Spain
SCH,OCEAN BIRD,Seychelles
SCI,SAN CRISTOBAL,Mexico
SCJ,SPRING CITY,United States
SCK,SKYCAM,France
SCM,SCREAMER,United States
SCN,SILICON,United States
SCO,BRAVEHEART,Malta
SCP,SKY COPTER,Poland
SCQ,SCAVAC,Sweden
SCR,SILVER CLOUD,Germany
SCS,SOUTHERN CHARTERS,South Africa
SCT,SAAB-CRAFT,Sweden
SCU,SKELLY,United States
SCW,CHARTER WEST,United States
SCX,SUN COUNTRY,United States
SDB,SHORE AIR,United States
SDC,SUNDANCE,United States
SDD,SKY DANCE,United States
SDE,STAMPEDE,Canada
SDF,SUNFLY,Antigua and Barbuda
SDG,HI STAR,India
SDI,SERVI DINAMIC,Mexico
SDK,SADELCA,Colombia
SDL,SKYDRIFT,United Kingdom
SDM,ROSSIYA,Russia
SDN,BLUE NILE,Sudan
SDO,AERO DOMINGO,Dominican Republic
SDP,MAEEN,Yemen
SDQ,MEXTECNICO,Mexico
SDR,SUNDAIR,Germany
SDS,STANDARDS,United Kingdom
SDT,SADAT,Spain
SDU,SANTOS,United States
SDV,SELVA,Colombia
SDX,SERVICIO TECNICO,Mexico
SDY,SANDY ISLE,United States
SDZ,SUDANA,Sudan
SEA,SOUTHEAST AIR,United States
SEB,EURO AVIA,Cyprus
SEC,SECUREX,United States
SED,SEDONA AIR,United States
SEE,SEEKER,Canada
SEH,AIR CRETE,Greece
SEI,TRANSPORTE SIERRA,Mexico
SEJ,SPICEJET,India
SEK,EAST RIDER,Romania
SEL,SENTEL,United States
SEM,SEMO,United States
SEN,SENIOR AIR,Mexico
SEO,SELCON AIR,Nigeria
SEP,SERENE,Pakistan
SER,MANTIS,United Kingdom
SES,SERVISAL,Mexico
SET,SOLENTA,South Africa
SEU,SKY MALTA,Malta
SEV,CARGOPRESS,Spain
SEW,SKYWARD EXPRESS,Kenya
SEY,SEYCHELLES,Seychelles
SFD,DRACO,Spain
SFE,STAR FLIGHT,United States
SFF,SWIFTWING,United States
SFG,COLORSKY,Germany
SFH,STARFISH,United States
SFI,SPACE STAR,South Korea
SFJ,STARFLYER,Japan
SFL,SWIFTLINE,Bahrain
SFM,AIR SAFAR,Nigeria
SFN,SAFIRAN,Iran
SFR,CARGO,South Africa
SFS,TOPO,Switzerland
SFT,SKYFREIGHT,United States
SFU,SAINTS,United Kingdom
SFV,SAFE SERVICIOS,Mexico
SFW,SAFI AIRWAYS,Afghanistan
SFX,SWAMP FOX,United States
SFY,SKY FLITE,United States
SGA,SKY GUARD,Uzbekistan
SGB,SONGBIRD,United States
SGC,SPEC WINGS,San Marino
SGD,AIR BLUE,Philippines
SGE,SAGE AIR,United States
SGH,SERVISAIR,United Kingdom
SGL,STAR WINGS,Nigeria
SGO,SPEEDGOAT,United States
SGP,SAGOLAIR,Spain
SGQ,SAUDI GOLD,Saudi Arabia
SGT,STARGATE,South Africa
SGU,SOLPARAGUAYO,Paraguay
SGX,SLATE GLOBAL,United States
SHA,SHREE-AIR,Nepal
SHC,SKY HARBOR CHEYENNE,United States
SHE,SIAM WINGS,Thailand
SHF,VORTEX,United Kingdom
SHG,SHOP AIR,United Kingdom
SHH,SKY DOMENICANA,Dominican Republic
SHI,SHIRAZI,Iran
SHJ,SHARJAH,United Arab Emirates
SHL,SAMSON,United Kingdom
SHM,SHELTAM,South Africa
SHN,SUGAR ALFA,Pakistan
SHP,SAF,France
SHQ,SHANGHAI CARGO,China
SHS,SHIRAK,Armenia
SHT,SHUTTLE,United Kingdom
SHU,AURORA,Russia
SHV,SHAVANO,United States
SHW,SHADOW,Denmark
SHX,SLIM AIR,Nigeria
SHZ,ELITE SHARES,United States
SIA,SINGAPORE,Singapore
SIB,SEA AIR,Slovenia
SIC,SICHART,Thailand
SID,SIDERAL,Brazil
SIE,SEREX,United States
SIF,AIR SIAL,Pakistan
SIH,SKY ROADS,United States
SIL,SILVER WINGS,United States
SIN,SINKUNG,Malaysia
SIO,SIRIO,Italy
SIQ,SCIENCE QUEST,United States
SIR,SALAIR,United States
SIS,SILVERSPEED,United States
SIU,SIRIUS,South Korea
SIV,SOLENT-IVOIRE,Ivory Coast
SIX,DRIVE ORANGE,United States
SIY,SERENITY,United States
SIZ,AEROSILZA,Mexico
SJA,SAWYER,United States
SJB,SOUTHERN TIGER,Malaysia
SJC,SERVIEJECUTIVO,Mexico
SJD,AIR SINO,China
SJE,SUN JOURNEY,United States
SJF,HARMATTAN,Niger
SJG,SUMMER JET,United States
SJI,RHINO,Poland
SJJ,SPIRIT JET,United States
SJK,NUSANTARA,Indonesia
SJL,KAMILA,Kyrgyzstan
SJM,SINO SKY,China
SJN,SAN JUAN,United States
SJO,JEY SPRING,Japan
SJS,JET PORT,Mexico
SJT,ASAJET AIRLINES,Iran
SJV,PROSPER,Indonesia
SJX,STARWALKER,China
SJY,SRIWIJAYA,Indonesia
SKA,SKYLAN AIRWAYS,Jamaica
SKB,SKYBUS,United States
SKC,SKYMASTER AIR,Brazil
SKD,SKY DAWG,United States
SKE,SKYISLE,United States
SKF,SKYCRAFT,United States
SKG,SKY GABON,Gabon
SKH,SKYNEWS,United Kingdom
SKI,SKYKING,United Kingdom
SKJ,SKYNET AIR,Armenia
SKK,ASKY AIRLINE,Togo
SKL,SKYCHARTER,Canada
SKM,SKYTEM,United States
SKN,SKYLINER,United States
SKO,SKYWORK,United Kingdom
SKP,SKYTRANS,Australia
SKQ,SKYLAB,United States
SKR,SKYSCAPES,South Africa
SKT,SKYTROPIC,Panama
SKU,AEROSKY,Chile
SKV,SKY SIDE,Austria
SKW,SKYWEST,United States
SKX,SKY PERU,Peru
SKY,SKYMARK,Japan
SKZ,SKYWAY-INC,United States
SLB,SLOK AIR,Nigeria
SLC,SALSA,Haiti
SLD,SILVERLINE,Czech Republic
SLE,SLIPSTREAM,South Africa
SLF,KYRGYZ EAGLE,Kyrgyzstan
SLG,LIFEGUARD,Canada
SLH,SILVERHAWK,United States
SLI,COSTERA,Mexico
SLJ,SLAMAIR,Italy
SLK,SILKAIR,Singapore
SLM,SURINAM,Suriname
SLN,SLOANE,United Kingdom
SLO,SLOW,United States
SLP,SALPA,Sudan
SLQ,SKYLINK,Canada
SLR,SILVERSTONE,Kenya
SLS,POWER BLADE,San Marino
SLT,STARLIGHT CARGO,Sao Tome and Principe
SLU,AVIO SLUZBA,Serbia
SLV,AVISTELLA,Mauritania
SLW,SALMA AIR,Nigeria
SLX,SETE,Brazil
SLY,SKYCO,Sudan
SLZ,LUZA,Angola
SMA,SESAME,Nigeria
SMB,SKYMARK ELITE,San Marino
SMC,COMLUX,San Marino
SMD,SKYMAP,San Marino
SMF,SERES,San Marino
SMG,SMARTLINE,Austria
SMH,SMITHAIR,United States
SMI,SAMI,Mexico
SMJ,AVAVIA,Zimbabwe
SMK,FREEDOMSOMALI,Somalia
SML,SKYLINE,San Marino
SMM,SUMMIT-AIR,United States
SMN,SIMAVIA,Russia
SMO,SERVIAUTOMOTRIZ,Mexico
SMP,PRIMA AVIATION,San Marino
SMQ,SAMAR AIR,Tajikistan
SMR,SOMON AIR,Tajikistan
SMS,SANTOMENSES,Sao Tome and Principe
SMT,SKYLIMIT,Nigeria
SMU,SPRINGER,United States
SMX,SWANTON,United Kingdom
SMY,CABO CACTI,Mexico
SMZ,SCAMPTON,United Kingdom
SNA,CANA,Dominican Republic
SNC,NIGHT CARGO,United States
SND,SNOWBIRD,Australia
SNF,MATZADA,Israel
SNG,SNOW EAGLE,China
SNI,SAVANAHLINE,Nigeria
SNJ,NEWSKY,Japan
SNK,SUN KING,United States
SNL,SOONAIR,United States
SNM,SERVIZI AEREI,Italy
SNO,SONAVI,Mexico
SNP,SUN PACIFIC,United States
SNQ,EXECU-QUEST,United States
SNR,SUN GROUP,Sudan
SNT,SUNCOAST,United States
SNV,SUDANESE,Sudan
SNW,SUN WEST,United States
SOA,SOUTH AIRCHARTER,Bahamas
SOB,STABO,Zambia
SOC,SERVIAEREO,Mexico
SOD,ALSOL,Mexico
SOE,AIR SOLEIL,Mauritania
SOF,SKY COMFORT,Zimbabwe
SOH,SOUTHERN OHIO,United States
SOK,SNOW SKI,United States
SOL,SOLOMON,Solomon Islands
SOM,AERO-SAL,Mexico
SON,SONAS,Ireland
SOO,SOUTHERN AIR,United States
SOP,SOLINAIR,Slovenia
SOR,SONAIR,Angola
SOT,SOUTH COURIER,United States
SOU,PARADISE,China
SOW,SPARROW,Austria
SOY,SORIANO,Philippines
SPA,SIERRA PACIFIC,United States
SPB,SPRING CLASSIC,South Africa
SPC,PORT,United States
SPD,SKY PRIME,Saudi Arabia
SPE,SPRAGUE,United States
SPF,SPACE WORLD,Nigeria
SPG,SPEEDWING,Austria
SPH,SAPPHIRE-CHARTER,South Africa
SPI,SOUTH PACIFIC,United States
SPJ,SPECTRUM,United Kingdom
SPK,SOLSTAS LAB,United States
SPL,CORPORATIVOS LAGUNA,Mexico
SPN,SEPAHAN,Iran
SPO,SPORAVIA,Spain
SPP,SAPPHIRE,United States
SPQ,SUN LUX,Vietnam
SPR,SPEEDAIR,Canada
SPS,SALDUERO,Spain
SPT,SERVICIOS SUP,Mexico
SPU,SPUTTER,United States
SPV,SERVICIOS PRIVADOS,Mexico
SPW,ROYAL SPIRIT,Cambodia
SPY,THAI SPACE,Thailand
SPZ,SPEED SERVICE,South Africa
SQA,SLOVAK AEROCLUB,Slovakia
SQD,AERO SQUAD,United States
SQF,SLOVAK AIRFORCE,Slovakia
SQH,SASQUATCH,United States
SQM,GOLDEN FIN,Thailand
SQP,SKYUP,Ukraine
SQS,SKY QUEEN,Indonesia
SQU,REMUDO,United States
SQY,SKY TIRAS,Moldova
SRA,SAUDI ARABIAN,Saudi Arabia
SRB,SERBIAN AIR FORCE,Serbia
SRC,SEARCA,Colombia
SRD,COASTGUARD,United Kingdom
SRE,SERAMI,Venezuela
SRF,SAN RAFAEL,Chile
SRG,BRITISH RESCUE,United Kingdom
SRH,SIEMREAP AIR,Cambodia
SRI,AIRSAFARI,New Zealand
SRJ,SURIJET,Suriname
SRK,SHARK JET,France
SRL,SERVICIOS PERSONAL,Mexico
SRM,TARMEX,Mexico
SRN,SPRINTAIR,Poland
SRO,SAEREO,Ecuador
SRP,SPERBER,Germany
SRQ,BLUE JAY,Philippines
SRR,WHITESTAR,Denmark
SRS,SKY SOUTH,Kazakhstan
SRT,SURTEP,Mexico
SRU,STAR-UP,Peru
SRV,SERVICORP,Mexico
SRW,SARIA,Sudan
SRX,SIERRA EX,United States
SRY,STINGRAY,United States
SRZ,STRATO,South Africa
SSA,STAR-JET,Spain
SSB,SUASA AIR,Malaysia
SSC,SOUTHERN SKIES,United States
SSF,SEVERSTAL,Russia
SSG,SLOVAK GOVERNMENT,Slovakia
SSH,SNOWSHOE,United States
SSI,SUPER JET,Nigeria
SSJ,SIBERIAN SKY,Russia
SSK,SKYSTAR,United States
SSM,SASEMAR,Spain
SSN,SAHEL AVIATION,Niger
SSO,ORINOCO,Venezuela
SSP,STARSPEED,United Kingdom
SSQ,SUNSTATE,Australia
SSR,SARDINIAN,Italy
SSS,SAESA,Spain
SST,STETSON,Canada
SSU,SASCA,Venezuela
SSX,SHASTA,United States
SSZ,SPECSAVERS,United Kingdom
STA,STAR,United Kingdom
STB,SEA BARTH,France
STE,STEAMLINE,South Africa
STG,STAGE,United States
STH,ZELTRON,France
STJ,KINGSMAN,China
STK,STOBART AIR,Ireland
STL,STAPLEFORD,United Kingdom
STM,SKYSTREAM,Estonia
STN,SAINT ATHAN,United Kingdom
STO,SLOPS,Russia
STP,SAOTOME AIRWAYS,Sao Tome and Principe
STQ,STARTREK,Germany
STR,STERNA,Brazil
STT,SAWTOOTH,United States
STV,SATURN,United States
STW,MOON STAR,Turkey
STX,STARSAWAY,South Africa
STY,ALTAIR,United States
STZ,STUDIO,South Africa
SUA,AIR SILESIA,Czech Republic
SUB,SUB AIR,United States
SUD,SUDANAIR,Sudan
SUE,SU AIRLINES,Gambia
SUF,SUNFLOWER,Fiji
SUI,SWISS AIR FORCE,Switzerland
SUK,SKYCARGO,Kenya
SUL,ASTAIR,Brazil
SUM,SUMES,Russia
SUP,SUN SPEED,United States
SUQ,SUPERIOR,Greece
SUS,SUNSCAN,Denmark
SUT,SUMMIT,Canada
SUU,SUNSTAR,United States
SUV,DANCEAIR,Venezuela
SUY,SURVEY,New Zealand
SUZ,LEADER,Netherlands
SVA,SAUDIA,Saudi Arabia
SVB,SIAVIA,Slovenia
SVD,GRENADINES,Saint Vincent
SVE,AEROESPECIAL,Mexico
SVF,SWEDEFORCE,Sweden
SVG,SOLAVIA,Gabon
SVL,SUN DEVIL,United States
SVN,SAVANAIR,Angola
SVP,STAR INDIA,India
SVR,SVERDLOVSK AIR,Russia
SVS,DISCOVER,Sweden
SVV,SALTAVIATION,Poland
SVW,SILVER ARROWS,Luxembourg
SVX,SECURITY AIR,United States
SVZ,SERVICIOS VIZ,Mexico
SWA,SOUTHWEST,United States
SWB,SWIFT BIRD,United States
SWC,SWEDCOPTER,Sweden
SWD,SAWBLADE,United States
SWE,SWEDECARE,Sweden
SWF,GALAIR,United Kingdom
SWG,SUNWING,Canada
SWI,SUNWORLD,United States
SWK,ZAGEL,United Arab Emirates
SWM,SKY ANGKOR,Cambodia
SWN,AIR SWEDEN,Sweden
SWO,SIVA,Suriname
SWP,STAR WORK,Italy
SWQ,SWIFTFLIGHT,United States
SWR,SWISS,Switzerland
SWS,SUNNY WEST,United States
SWT,SWIFT,Spain
SWU,SKYALPS,Italy
SWV,SWEDEMED,Sweden
SWW,LAKE,Switzerland
SWX,SWEDAIR,Sweden
SWZ,SKYWISE,South Africa
SXA,FERRY,United States
SXC,SKY EXEC,Nigeria
SXD,SUNRISE,Germany
SXE,SALONE AIR,Sierra Leone
SXF,SOUTHERN FLIGHT,United States
SXI,SOUTHERN CROSS,Netherlands
SXJ,BIG WING,China
SXL,SONIC,United States
SXM,SAINT MAARTEN,Netherlands
SXN,SAXONAIR,United Kingdom
SXP,SOUTHPAC EXPRESS,Samoa
SXT,SERTAXI,Mexico
SXY,SAFARI EXPRESS,Kenya
SXZ,SOCALAIR,United States
SYA,SYPHAXAIR,Tunisia
SYB,SKYBIZ,Canada
SYC,SYSTEC,United States
SYD,SKYDOCTOR,South Africa
SYF,SKY FIRST,United States
SYG,SYNERGY,United Kingdom
SYK,AEROCAB,United States
SYL,AIR YAKUTIA,Russia
SYM,VOLO SKY,Malta
SYN,SYNCRUDE,Canada
SYO,SYERSTON,United Kingdom
SYP,SYNESIS,Cyprus
SYR,SYRIANAIR,Syria
SYS,SHAWBURY,United Kingdom
SYT,SKYTRACK,South Africa
SYU,SKY UNLIMITED,Netherlands
SYV,SPECIAL SYSTEM,United States
SYW,FAST STAR,Serbia
SYX,SKYVAN,United States
SYY,SKY COACH,South Africa
SYZ,ZIL AIR,Seychelles
SZA,AIR ASTRO,China
SZG,STOTZ AGRO,Belarus
SZJ,SPRING JET,China
SZL,ESWATINI,Eswatini
SZN,SENSA,Senegal
SZS,SPINNAKER,Ireland
SZT,AERO ZEE,Mexico
TAA,AERO COSTA,Mexico
TAB,TRANS-BAJIO,Mexico
TAC,TAURUS,Thailand
TAE,TAME,Ecuador
TAF,TOP FLIGHT,Bahamas
TAG,TAGSPIRIT,San Marino
TAH,AIR ANKA,Turkey
TAI,TACA,El Salvador
TAJ,TUNISAVIA,Tunisia
TAK,TRANSAFRICAN,Kenya
TAL,TALAIR,Papua New Guinea
TAM,TAM,Brazil
TAN,ZANAIR,Tanzania
TAO,TRANS-AEROMAR,Mexico
TAP,AIR PORTUGAL,Portugal
TAR,TUNAIR,Tunisia
TAS,LOTUS FLOWER,Egypt
TAU,TRANSTAURO,Mexico
TAV,TAVISA,Spain
TAX,EXPRESS WING,Thailand
TAY,QUALITY,Belgium
TBA,TIBET,China
TBC,TBILISI,Georgia
TBI,TAB INTERNATIONAL,United States
TBJ,TAG JET,China
TBL,TERRIBLES,United States
TBN,TABAN,Iran
TBO,CARTILLION,United States
TBS,TIMBIS,Kenya
TBZ,ATALAR AIR,Iran
TCA,TRADECRAFT,Nigeria
TCB,AEREO COLOMBIA,Colombia
TCC,TRANSCAL,Sudan
TCE,TRANS-COLORADO,United States
TCF,TECH FLIGHT,United States
TCG,AFRICARGO,Burkina Faso
TCH,TRANS GULF,Bahrain
TCI,AMBER,China
TCJ,TAG ISLAND,Cayman Islands
TCK,TRANS CARAVAN,Kyrgyzstan
TCL,TRANS COASTAL,United States
TCM,TELEDYN,United States
TCN,TRANSCON,United States
TCO,TRANSCOLOMBIA,Colombia
TCP,TRANSCORP,United Kingdom
TCQ,AMSAN,San Marino
TCR,TICOS,Costa Rica
TCV,CABOVERDE,Cape Verde
TCW,PHOENIX,Belgium
TCX,THOMAS COOK,United Kingdom
TCY,TWIN CITY,United States
TDA,TREND AIR,United States
TDB,THUNDER BAY,United States
TDC,TADAIR,Spain
TDE,TELLURIDE,United States
TDG,TURBO DOG,United States
TDR,TRADEAIR,Croatia
TDS,TSARADIA,Madagascar
TDT,TRIDENT,United Kingdom
TEA,TRAVELMAX,South Africa
TEC,TECHJET,United States
TED,AEROAZTECA,Mexico
TEE,TEEBIRD,United Kingdom
TEF,TECFOTO,Spain
TEG,SERVITLAL,Mexico
TEK,ATECH,United States
TEL,TELFORD,United States
TEN,TENNESSEE,United States
TEO,TRANSAEREO,Venezuela
TEP,TRANSPORTES PIZA,Mexico
TER,TERRI-AIRE,United States
TES,TESABAN,Portugal
TEU,TAG MALTA,Malta
TEW,TEAMWORK,South Africa
TEX,BIG TEX,United States
TEZ,TEZJET,Kyrgyzstan
TFA,TRANS FLORIDA,United States
TFF,TALON FLIGHT,United States
TFG,TRAFALGAR,United Kingdom
TFJ,TRUSTFLIGHT,Guernsey
TFL,ORANGE,Netherlands
TFR,TOLL FREIGHT,New Zealand
TFS,CAMPUS,Germany
TFT,THAI FLYING,Thailand
TFX,TEAM AIR,Australia
TFY,TAYSIDE,United Kingdom
TGA,TAIGA,Russia
TGC,THANET,United Kingdom
TGE,TASA,Spain
TGG,TIGGOZ,Australia
TGM,TAG ESPANA,Spain
TGN,TRIGANA,Indonesia
TGO,TRANSPORT,Canada
TGP,TROPICANA,Ghana
TGT,TARGET,Sweden
TGU,CHAPIN,Guatemala
TGW,SCOOTER,Singapore
TGX,TRANSGABON,Gabon
TGY,TRANS GUYANA,Guyana
TGZ,TAMAZI,Georgia
THA,THAI,Thailand
THB,BLUE WINGS,Thailand
THC,TRANAVEN,Venezuela
THD,THAI SMILE,Thailand
THF,TOURAINE HELICO,France
THK,HUR KUS,Turkey
THL,TERNHILL,United Kingdom
THR,TEHRAN AIR,Iran
THS,TUSAS,Turkey
THT,TAHITI AIRLINES,France
THU,AIR THUNDER,Canada
THY,TURKISH,Turkey
TIA,TRANS INTERNATIONAL,United States
TIB,TRIP,Brazil
TIC,TAC AIRLINES,Costa Rica
TIE,TIME AIR,Czech Republic
TIG,TIGRIS,United Kingdom
TIH,TIRIAC AIR,Romania
TIL,TIL,Tajikistan
TIM,TEAM BRASIL,Brazil
TIN,TINDI,Canada
TIP,TRANSPAC,United States
TIR,ANTAIR,Mexico
TIS,AVIATIS,Russia
TIV,THRIVE,United States
TIW,TIACA,Venezuela
TIX,MATRIX,San Marino
TJA,TAPJETS,United States
TJB,ALADIN,Bulgaria
TJD,ALISERIO,Italy
